AccountProfileChange	I need to change my first name on the account
AccountProfileChange	I need to change my number
AccountProfileChange	I need to change my number and download app
AccountProfileChange	I need to change my phone number
AccountProfileChange	I need to fix my account profile info. My last name is spelled wrong.
AccountProfileChange	I need to update my account information
AccountProfileChange	I need to update my contact information.
AccountProfileChange	I need to update my email and number.
AccountProfileChange	I need to update my phone number
AccountProfileChange	misspeled my last name
AccountProfileChange	My contact information
AccountProfileChange	Need to change last name
AccountProfileChange	Need to change name on account
AccountProfileChange	Need to change the name on my account
AccountProfileChange	Need to unblock number
AccountProfileChange	update email
AccountProfileChange	Update name and address on account
AccountProfileChange	Update number
AccountProfileChange	update phone number
accountprofilechange	I need to change the phone number connected to my account.
AccountRegisterAttorney	Attorney
AccountFundsAdd	I need help adding money to a inmate account
AccountReopen	Open my account back up
AccountReopen	Reopen a closed account
AccountReopen	reopening my accounts
AccountReopen	I accidently shut down my phone account while adding funds
AccountReopen	Re open my acct
AccountReopen	Reactivate Account
AccountReopen	Reactivating my account
AccountReopen	Reopen my account
AccountTypeQuestion	Can I have two different accounts under my account so I can add money to two different incarnations
AccountTypeQuestion	Forgot account information
AccountTypeQuestion	How can i fund a new inmate debit account
AccountTypeQuestion	I'm trying to sign up for the advance account and I keep getting an error of a duplicate account
BlockCalls	Can you tell me why I am blocked from all correspondence at the Salina Kansas saline county jail?
BlockCalls	Cannot connect calls from inmate on the 5174553597
BlockCalls	Hello it want let me send messages it said contact not at facility when they are their
BlockCalls	I cannot get my message from the person that's incarcerated I don't know what's going on I don't know how I don't know what's wrong
BlockCalls	I need the website that I need to go on to ask for a refund for several video visitts n the person never showed up on them n the future ones I have set up w that person also
BlockCalls	I need to change my password an phn number stopped my telephone was stolen pls will this effect my visit for Tommy at 8 leave my phn number the same an my account is ... leahdeloach69@gmail.com the phn number was 4239460613
BlockCalls	Trying to set up phone service I called the 1-800 number I can't get in touch with anyone the computer person keep on messing up on my name and and I really need help someone is calling me and I have Missfour calls from there
BlockCalls	Why am I block from sending someone a message do I have to wait for a wait period
BlockCalls	Why did the facility block
builtins.fallback	adasd
builtins.fallback	Advice
builtins.fallback	agent
builtins.fallback	And thank you for being so rude
builtins.fallback	Ask a question
builtins.fallback	Balance
builtins.fallback	bla
builtins.fallback	Can you find my email on file? Brooklynngrubbs95@gmail.com
builtins.fallback	Can you use chime on Securus
builtins.fallback	Can't get any one by phone
builtins.fallback	Can't get video to connect right now. I missed out on 25 minutes
builtins.fallback	Can't locate inmate
builtins.fallback	dasdfasdf
builtins.fallback	disputes
builtins.fallback	Do you like movies
builtins.fallback	Es pagado todo
builtins.fallback	Español ?
builtins.fallback	Habla español?
builtins.fallback	Hello !! My Bernice Riley ..I am reaching out to you guys because my husband Thaimon Terrell Crawford was recently moved from. satellite jail on Thursday and I have put money on his phone time and the money did not transfer to Jerome Kankakee jail so I am trying to find out when will I be refunded
builtins.fallback	Hello i need help
builtins.fallback	Hello I need to add money to inmate debit but the person is in joe Keegan's unit
builtins.fallback	Hello. My Brother Roger Giardini is not getting my messages sent with eMessaging. They are in my sent folder but he is not getting them. thank you
builtins.fallback	help
builtins.fallback	Henry county is not showing up but it's avaiabale now for video calls. How do I connect to them if it's not showing up in your system
builtins.fallback	Hi , I and my inmate had a video session from 4 to 4:20 today and I was there waiting but when he connected all I saw was a black screen with no sound…… he ended up messaging me on the messenger and said he could see and hear me, but I couldn't see or hear him…. We tried logging in and out about 5 times but it still never worked correctly.
builtins.fallback	Hi I'm not getting my emessages. May I know whats going on?
builtins.fallback	How do I know I'm using the rite program
builtins.fallback	I added funds last night to my phone and it didn't post
builtins.fallback	I agree
builtins.fallback	I am trying to find out when scheduling a video visit if I schedulate as remote , not onsite. Correct ?
builtins.fallback	I can't scroll far enough to click accept on terms and conditions to move forward to messages do you have any suggestions?
builtins.fallback	I get an error msg when I go to open the app. & When I go online to the website it says unreachable. I need help really bad
builtins.fallback	I keep getting a message that there is a delay and try again later
builtins.fallback	I need help with auto connect
builtins.fallback	I need to find out more about who my fiancees attorney is.
builtins.fallback	I paid what the securus lady said on the phone. Account stilo saying restrictioned
builtins.fallback	I set up visits onsite at jail to see husband and when I get to picking the date, no matter what date it is, it always says "we are experiencing technol difficulty try again later " every time for the past few weeks. He has been in for a month now and no visit yet bc of this
builtins.fallback	I want to add my phone nu
builtins.fallback	I'm having trouble finding my brother on here
builtins.fallback	Im trying to charge my phone number
builtins.fallback	Imates would like to know if they will be reibfor th
builtins.fallback	Inmate hasn't come
builtins.fallback	Is system down at Ozark correctional center in Fordland Missouri
builtins.fallback	It doesn't let me login
builtins.fallback	It won't let me add money
builtins.fallback	Login
builtins.fallback	Making stamp purchase for emessaging
builtins.fallback	Messages not sending
builtins.fallback	My e message is blocked.
builtins.fallback	My in lobby visit was interrupted
builtins.fallback	My new account won't let me in
builtins.fallback	My phone options
builtins.fallback	my Son has anew arrest #
builtins.fallback	My stamps are missing
builtins.fallback	My visit today at 7 . I couldn't see or hear the person I was visiting
builtins.fallback	Need help reseting my account
builtins.fallback	need to update m y phone cnumber
builtins.fallback	Not working
builtins.fallback	Other
builtins.fallback	Purchased stamps and they're not showing up
builtins.fallback	Question about a bull
builtins.fallback	Question about commissary
builtins.fallback	Restricted question
builtins.fallback	rus
builtins.fallback	Setting up emessageing
builtins.fallback	So I am haveing issues with this
builtins.fallback	Tablet rental
builtins.fallback	Technical support
builtins.fallback	The site won't recognize either my email or phone number
builtins.fallback	Unable to visit
builtins.fallback	unathorized
builtins.fallback	Visitation form
builtins.fallback	What happens to the stamps I didn't use
builtins.fallback	what is your favorite movie
builtins.fallback	Where are my stamps?
builtins.fallback	Why isn't the texting predictive? I have to put in every letter. On the JPay app it was fine.
builtins.fallback	why was I charged 45.98
builtins.fallback	Why wont it let me schdual a visit for Arapahoe County
builtins.fallback	Yes my account says I'm -$17 something?! How can you go negative?
CardDelete	Remove my card
CardDelete	How to I remove my credit card from my account
CallIssue	Call issues
CustomerCareMethods	Customer service
CustomerCareMethods	Customer service number so I can talk to a person
CustomerCareMethods	I gave a billing situation and would like to speak to a person
CustomerCareMethods	I need to speak with customer service
CustomerCareMethods	It will not let me make a securus account they told me to get a hold of customer service
CustomerCareMethods	my account way's contact customer support
CustomerCareMethods	Need to speak to a Human
CustomerCareMethods	Representative
CustomerCareMethods	Speak to agent
CustomerCareMethods	speak to live agent
DirectBilling	How do I get the phone bill to pay for collect calls ?
DirectBilling	I'm trying to figure out why I can't pull up my phone account direct bill and how to set up the tablets issues from Estelle Unit
DirectBilling	I'm trying to pay my direct bill over the phone and online and it's not letting me pay with a credit or debit card
DirectBilling	Invoice
DirectBilling	Need assistance paying direct bill
DirectBilling	Reopen my direct bill account
EmailQuestions	How can I send messages?
EmailQuestions	Inmate sent me mail through messaging, but I haven't received it
EmailQuestions	my contact is blocked and i cannot send messages
EmailQuestions	Not receiving emails
EmailQuestions	Where do I go to send an email
CallDropped	Calls not going through.
CallDropped	Hello, an inmate said my phone was restricted
CallDropped	I had a video visit with my son a couple days ago which I paid 13 dollars for an there was issues he never showed till last 10 min he said but my screen never connected (it did but couldn't hear or see anything ) so needless to say we didn't get putt visit I paid for
CallDropped	I put in my debit card to answer a call I wanna call tried to connect. There was nothing but static.
CallDropped	I subpoenaed some jail calls and am unable to get the audio to play.
CallDropped	I'm not receiving calls from my
CallDropped	My video call I paid for isn't working with my brother
CallDropped	Received a call and missed it
CallDropped	There were an issue with connection on my last scheduled video. I lost all monies
FAQ_SecurusDebitFundsUse	what is securus debit
FAQ_SecurusDebitFundsUse	What is Securus debit?
FAQ_SecurusJailServices	I have a family member at the Essex Middleton correctional facility in Massachusetts, I am trying to get information on how to sign up for emessaging in order to send him family photos, he states other inmates at the jail have access to this service but when I try to sign up for it on my account this correctional facility is not listed or an option for me? I sent him pictures over 2 weeks ago and he still has not received them via mail, I sent them to the mailing address given to me at the facility
FAQ_SecurusJailServices	Is there a way i can transfer stamps that i cannot use anymore to a different jail?
FAQ_SecurusJailServices	Securus system not acknowledging I press 1 to accept inmates call
FAQ_SecurusMobileApp	Do you have to have the app to emessage?
FAQ_SVCSubscription	How can I start a subscription
FAQ_SVCSubscription	I need help signing up for a call subscription
FAQ_SVCSubscription	It won't let me sign up for call subscription
FAQ_SVCSubscription	My son is in Varner Unit in Arkansas. The prison has taken all their tablets at this time. We need to stop his subscription because he doesn't have access to turn if off. Can you assist?
FAQ_SVCSubscription	trying to sign up for a subscription and it wont allow me to select facility or state
FAQ_SVCSubscription	trying to sign up for call subscription but when i go to sign up and try and choose state and facility it doesnt allow me to click it it shows a red circle with an X not allowing me to click it to choose
FAQ_TextConnect	how do I sign up for texting
FAQ_TextConnect	How to text my inmate
FAQ_TextConnect	My messages hasn't been received
FAQ_TextConnect	Unable to process messaging request
FAQ_VideoGram	How can i send a VideoGram? What format must it be in?
FAQ_VideoGram	Sending pictures
FindFacility	Facility not listed
FindFacility	I can't find the prison
FindFacility	I have a loved one who I think have a block on their video chat I payed twice and it took money out of my account . My name is Gregory Cogman . The inmate is JUMAYA GAINES IN LEON COUNTY JAIL TALLAHASSEE FL
FundsAdd	Can't add money for my emails
FundsAdd	Funds to an account
FundsAdd	Hi I am wondering how I go about adding money to send emails
FundsAdd	I am trying to add funds do a loved one can call other family. Members
FundsAdd	I am trying to put my credit card information in to schedule a video visit it ask what type of credit card but won't give me the option to pick visa or mastercard
FundsAdd	I set up my acct to receive calls . But don't know where to add funds to my acct. It gives me other accts to set up and I'm getting confussed.
FundsAdd	need to put ad money so an inmate can call me
FundsAdd	Stamp purchase
FundsAdd	Trying to add funds
FundsAdd	Won't let me purchase stamps
FundsError	Hello I put money on inmate debit account and was trying to get it transferred to inmate phone
FundsError	I added $5 to my acct on my app and it didn't show up so I went and added it through the 1800 number and that $5 showed up
FundsError	I added money and it's not in my account...and didn't get the stamps it charged me for
FundsError	I added money and it's not showing up on my account
FundsError	I just added money on my prepaid calling account was charged but the money is not there it errer out on y'all's side
FundsError	I made 2 payments, how ever, it only shows 1
FundsError	I made two transactions for more stamps and receive no stamps. I received the notifications for the charges posting but still no signs of my stamps. Transaction was day before yesterday
FundsError	I purchased stamps and they aren't showing up in my account.
FundsError	I purchased stamps this morning and my account was charged but they are not showing up on my securus acct.
FundsError	I put money onto advance call and it didn't show up on my account
FundsError	I tried to purchase stamps this morning and your website told me that my card was declined but when I checked my bank will all three transactions had gone through
FundsError	I'm trying to add money to inmates account and it keeps saying that I need a valid expiration date but I've done it several times and it keeps saying it's wronf
FundsError	money not posted to phone account
FundsError	Money was taken from my bank but it's not on my account
FundsError	My funds have not been added after 9 hrs
FundsError	stamp purchase did not go through
FundsError	Stamps did not get added
FundsError	Why aren't my stamps available
FundsError	Why my payment won't process ?
FundsError	I paid 16.60 +the 3.40 fee's this morning to recited phone calls and it was taken from my account but securus has not credited it.. what is going on!
FundsGeneric	I have been charged for a video call I didn't get and the inmate didn't make
FundsGeneric	Money on account
FundsGeneric	Stamps
FundsTime	I cannot purchase stamps but money was taken from my bank card three times
FundsTime	I'm not able to except incoming calls from facility and I have enough funds on my account.
FundsTime	My payment isn't showing but it came out of my account already?
FundsTime	Why aren't the stamps I bought in my account
FundsTime	Will an inmate be notified if money was entered into their account?
GetStarted	Can I sign up from the UK?
GetStarted	Getting Started
GetStarted	Help
GetStarted	hi i was trying to see how to get setup my love one unit received there tablets today and trying to see what i need to do
GetStarted	I cannot receive emessage
GetStarted	I dont know what to do
GetStarted	My loved one unit received tablets today and I'm trying to see how do I get set up and what do I need to do
II_ID	Does Rikers island use Securus for inmate calls?
II_ID	Find inmate
II_ID	How can I find a family member
II_ID	How do I upload my id to get verified to visit an inmate.
II_ID	I need to add my new number to this account. My inmate cant call me right nows
II_ID	Inmate ID
II_ID	Unblock inmate
II_Location	Find an inmate find an inmate
II_Location	Helping finding an inmate
II_Location	How can you find out what halfway house someone is in?
II_Location	Locate inmate
ii_moneynotice	Can you tell me if my number is approved yet
ii_moneynotice	I payed for stamps I did not receive
ii_moneynotice	If u purchase stamps can the inmate use them without u sending them one ??? Or wat if u have pending transactions ,Can they be sent to them if we didn't receive the stamps
II_Talk	Can't receive calls
II_Talk	Hello, Ive realized some money was taken out of my account from Securus. As well as I tried to find a phone call and when I put my card information on over the phone it didn't allow me to talk to the inmate but took 6 dollars out
II_Talk	How can I massage the inmate
II_Talk	How to add an inmate to my inbound call
II_Talk	I paid for a call and I didn't get to talk to the inmate
II_Talk	Inmate not picking up scheduled video call
II_Talk	Money on account but cannot accept calls when prompted
II_Talk	My inmate tried to collect call. Securus charged me $45.00 for a call. He hung up before I even had my card information in
II_Talk	Not getting calls
II_Talk	setting up collect calls
LastCallAttempt	Can i get an inmates call history. And visitation list ?
LastCallAttempt	See when the last time someone called me
LinkJpayAccount	how do i link my jpay account
LinkJpayAccount	How do I link my jpay to this? I keep getting emails saying someone is sending me messages but I can't access my inbox through jpay anymore?
LinkJpayAccount	How do I put money on an existing prepaid account when I don't know username and pass code associated with this number
LinkJpayAccount	I am trying to hard to transfer my JPay account to Securus. When I sign in to JPay it links me to Securus … but Securus won't accept my password. But I can go directly to the Securus app and my password works fine there. Please help… it has been weeks without contact to my friend. :(
LinkJpayAccount	I can link my jpay and securus emessaging account..... I have tried everything
LinkJpayAccount	I can't access my stamps or email that I had with JPay that's now apart of securus
LinkJpayAccount	I don't know the code to link up my account
LinkJpayAccount	I have stamps left on Jpay for TDCJ but am unable to use them due to email being moved to Securus. When I try to move my account over it says unable to assist and to call 972-734-1111 when I call that number I get a recording about it being no good. I need to email someone at TDCJ
LinkJpayAccount	Jpay dtampas transfer
LinkJpayAccount	Link JPay Account
LinkJpayAccount	My Securus Advanced connect account
LinkJpayAccount	Switching Jpay to Securus
PaymentAttempt	Do I get to keep my steps from my jpay account
PaymentAttempt	Hello I made two payments this morning and nothing has posted to my account
PaymentAttempt	Hello secure debit account I put the information in . I wouldn't allow me to put the amount money in
PaymentAttempt	How can I find out how much I owe on my securus bill
PaymentAttempt	How do I talk to a person? I need to add money to an account.
PaymentAttempt	how to fund a account
PaymentAttempt	I can't make a payment for my phone direct bill
PaymentAttempt	I got a call saying I needed to make a payment
PaymentAttempt	I was wondering if I could refund a payment I made
PaymentAttempt	My payment is not showing up in my accout
PaymentAttempt	Need to put money on phone
PaymentAttempt	paying a bill
PaymentAttempt	What is the number to put money on the phone
PaymentAttempt	Why can I not agree to terms and conditions. There is no place to agree
PaymentAttempt	why don't I have a 200 spending limit like before
PaymentOptions	Accepted payment types
PaymentOptions	add credit card
PaymentOptions	Add money to my account
PaymentOptions	Adding funds
PaymentOptions	Can I add my middle initial to my first name so I can use credit card
PaymentOptions	Can i send money using your platfor?
PaymentOptions	Fund prepaid account
PaymentOptions	funding media account
PaymentOptions	How can I transfer my pre paid money into my debit account ?
PaymentOptions	how can inmate use money
PaymentOptions	how do I pay my bill
PaymentOptions	How to add money to account number
PaymentOptions	I added $10 to my account so, I can talk to my husband. However, the $10 has not been added to my phone account but, was taken off my debit card.
PaymentOptions	I want to add money to a debit card account but it won't take my card
PaymentOptions	I've been trying to make an account and it's says they are unable to accept my request
PaymentOptions	Made payment to wrong account
PaymentOptions	Never received creid paid for
PaymentOptions	Pay bill
PaymentOptions	Pay Bill
PaymentOptions	pay bill online
PaymentOptions	Payment
PaymentOptions	Prepaid account
PaymentOptions	save a card
PaymentOptions	Securus charged my card $12.11 but did not add it to my account balance.
PaymentOptions	transfer money
PhoneNumberAdd	can't add contact to securus debit
PhoneNumberAdd	How can I add another number to my account?
PhoneNumberAdd	How do I add a number to my account
PhoneNumberAdd	I need to register an inmate to my call list so they are able to contact me
PhoneNumberAdd	I'm trying to add my new number to my account and it won't let me
PhoneNumberChange	Change account phone number
PhoneNumberChange	change account phone number
PhoneNumberChange	Change my phone number on my account.
PhoneNumberChange	Change number on account
PhoneNumberChange	Change phone number
PhoneNumberChange	Change phone number on account
PhoneNumberChange	Change phone number on account and check balance on that account?
PhoneNumberChange	Change phone number on my account
PhoneNumberChange	Changing my phone number
PhoneNumberChange	Changing phone number
PhoneNumberChange	Changing the phone number on my account.
PhoneNumberChange	How can I change my account phone number
PhoneNumberChange	How do I update my number on my account I no longer have that number
PhoneNumberChange	how to change phone number
PhoneNumberChange	I called and updated my phone number yesterday and they put someone else's number ?
PhoneNumberChange	I have changed my number
PhoneNumberChange	I need to change phone number with my customer data stuff, the old number is 920.401.5157 but my new number I need on there is 715.889.3966
PhoneNumberChange	I need to change the phone number on my account
PhoneNumberChange	I want to change my number
PhoneNumberChange	I would like to change my phone number please
PhoneNumberChange	My number has changed
PhoneNumberChange	My phone number is wrong
PhoneNumberChange	new applicant phone number is not being accepted
PhoneNumberChange	System keeps saying my phone number is invalid
PhoneNumberChange	Update phone number
PhoneNumberChange	When I try to change my phone number I get an notification saying my number is associated with a different email
PhoneNumberDelete	Delete number off accounts
PhoneNumberDelete	How can I setup a visit
PhoneNumberDelete	How do I delete a contact
PhoneNumberDelete	I need the get the 8656325588 phone number removed from my account
PhoneNumberUnblock	How do I remove a block. It's for the Farmington facility in mo
PhoneNumberUnblock	I accidently blocked the number to the Santa Rosa facility. How do I unblock it.
PhoneNumberUnblock	I am not able to receive calls from a facility.
PhoneNumberUnblock	I have tried to months to unblock a number.
PhoneNumberUnblock	Unblock a facility
PhoneNumberUnblock	Unblock calls
PhotoRejected	My apologies before anything my name is karolyne frias and by mistake I send those pictures what can I do so that I could do the video call and I'm so sorry about that
PhotoRejected	My video session got cancelled for this morning why for sit keep doing that in supposed to be able to schedule more than one session I'm on the unlimited
PhotoRejected	Why Was My Pictures All Sent Back To Me ?????
RefundError	I paid for stamps and they have not went to my account but money was taken off my card
RefundError	I want to add money to my advanced connect account and they gave me an error now I have two Penny charges on my debit card but none of the money has posted to my account to make my available balance to me $11 it's $250 I thought that I should try it again so someone needs to contact me ASAP
RefundError	I've put 50$ on account and has not been given
RefundOptions	can i get a refund from the securus debit account
RefundOptions	Can I get a refund on my video session because they weren't allowed to have any calls at that time
RefundOptions	Charged for stamps
RefundOptions	Charged for stamps that I never received
RefundOptions	Double charge
RefundOptions	FRAUDALENT CHARGES
RefundOptions	Good morning I have not received my refund
RefundOptions	Hello ... I placed my money on the wrong account and I need a refund... Is that possible...
RefundOptions	Hello, I've been trying to speak with someone about a few charges that need to be refunded and still haven't been.
RefundOptions	Hi. My last video call didn't connect until 5 minutes in. How to get a refund?
RefundOptions	How long does it take for them to get our letters
RefundOptions	How to put money on my account
RefundOptions	I accidentally put money on the wrong thing can I get it back?
RefundOptions	I added money and it still doesn't let me accept a call
RefundOptions	I added money on the advance account this morning and it was never added I had a confirmation number I need it fix
RefundOptions	I added money, it took it out of my bank, but it's not showing it on here
RefundOptions	i currently have money on the advance connect but dont use that and was wondering if i could move it to maybe the video visit or the offender debit for calls
RefundOptions	I got charged twice for putting money onto my dads account
RefundOptions	I had an account I closed it when will I receive refund
RefundOptions	I have tried purchasing stamps and it says and can't be processed but it has been taken out of my bank account 8 times without receiving any stamps
RefundOptions	I linked my JPay account, but now I have to pay a service fee to buy stamps which I didn't have to do before. Can you unlink it and let me go back to just JPay?
